"","Year","Round","State","Representatives","Standing"
"71",2019,1,"Massachusetts",1,35
"72",2019,1,"Michigan",1,40
"73",2019,1,"Minnesota",1,28
"74",2019,1,"Mississippi",1,16
"75",2019,1,"Missouri",1,32
"76",2019,1,"Montana",1,7
"77",2019,1,"Nebraska",1,13
"78",2019,1,"Nevada",1,18
"79",2019,1,"New Hampshire",1,9
"80",2019,1,"New Jersey",1,39
"81",2019,1,"New Mexico",1,14
"82",2019,1,"New York",1,46
"83",2019,1,"North Carolina",1,41
"84",2019,1,"North Dakota",1,3
"85",2019,1,"Ohio",1,43
"86",2019,1,"Oklahoma",1,22
"87",2019,1,"Oregon",1,23
"88",2019,1,"Pennsylvania",1,45
"89",2019,1,"Rhode Island",1,6
"90",2019,1,"South Carolina",1,27
"91",2019,1,"South Dakota",1,4
"92",2019,1,"Tennessee",1,34
"93",2019,1,"Texas",1,48
"94",2019,1,"Utah",1,20
"95",2019,1,"Vermont",1,1
"96",2019,1,"Virginia",1,38
"97",2019,1,"Washington",1,37
"98",2019,1,"West Virginia",1,12
"99",2019,1,"Wisconsin",1,30
"100",2019,1,"Wyoming",1,0
"101",2019,2,"Alabama",1,26
"102",2019,2,"Alaska",1,2
"103",2019,2,"Arizona",1,36
"104",2019,2,"Arkansas",1,17
"105",2019,2,"California",2,48
"106",2019,2,"Colorado",1,29
"107",2019,2,"Connecticut",1,21
"108",2019,2,"Delaware",1,5
"109",2019,2,"Florida",1,47
"110",2019,2,"Georgia",1,42
"111",2019,2,"Hawaii",1,10
"112",2019,2,"Idaho",1,11
"113",2019,2,"Illinois",1,44
"114",2019,2,"Indiana",1,33
"115",2019,2,"Iowa",1,19
"116",2019,2,"Kansas",1,15
"117",2019,2,"Kentucky",1,24
"118",2019,2,"Louisiana",1,25
"119",2019,2,"Maine",1,8
"120",2019,2,"Maryland",1,31
"121",2019,2,"Massachusetts",1,35
"122",2019,2,"Michigan",1,40
"123",2019,2,"Minnesota",1,28
"124",2019,2,"Mississippi",1,16
"125",2019,2,"Missouri",1,32
"126",2019,2,"Montana",1,7
"127",2019,2,"Nebraska",1,13
"128",2019,2,"Nevada",1,18
"129",2019,2,"New Hampshire",1,9
"130",2019,2,"New Jersey",1,39
"131",2019,2,"New Mexico",1,14
"132",2019,2,"New York",1,46
"133",2019,2,"North Carolina",1,41
"134",2019,2,"North Dakota",1,3
"135",2019,2,"Ohio",1,43
"136",2019,2,"Oklahoma",1,22
"137",2019,2,"Oregon",1,23
"138",2019,2,"Pennsylvania",1,45
"139",2019,2,"Rhode Island",1,6
"140",2019,2,"South Carolina",1,27
"141",2019,2,"South Dakota",1,4
"142",2019,2,"Tennessee",1,34
"143",2019,2,"Texas",2,49
"144",2019,2,"Utah",1,20
"145",2019,2,"Vermont",1,1
"146",2019,2,"Virginia",1,38
"147",2019,2,"Washington",1,37
"148",2019,2,"West Virginia",1,12
"149",2019,2,"Wisconsin",1,30
"150",2019,2,"Wyoming",1,0
"151",2019,3,"Alabama",1,26
"152",2019,3,"Alaska",1,2
"153",2019,3,"Arizona",1,36
"154",2019,3,"Arkansas",1,17
"155",2019,3,"California",3,49
"156",2019,3,"Colorado",1,29
"157",2019,3,"Connecticut",1,21
"158",2019,3,"Delaware",1,5
"159",2019,3,"Florida",1,48
"160",2019,3,"Georgia",1,42
"161",2019,3,"Hawaii",1,10
"162",2019,3,"Idaho",1,11
"163",2019,3,"Illinois",1,44
"164",2019,3,"Indiana",1,33
"165",2019,3,"Iowa",1,19
"166",2019,3,"Kansas",1,15
"167",2019,3,"Kentucky",1,24
"168",2019,3,"Louisiana",1,25
"169",2019,3,"Maine",1,8
"170",2019,3,"Maryland",1,31
"171",2019,3,"Massachusetts",1,35
"172",2019,3,"Michigan",1,40
"173",2019,3,"Minnesota",1,28
"174",2019,3,"Mississippi",1,16
"175",2019,3,"Missouri",1,32
"176",2019,3,"Montana",1,7
"177",2019,3,"Nebraska",1,13
"178",2019,3,"Nevada",1,18
"179",2019,3,"New Hampshire",1,9
"180",2019,3,"New Jersey",1,39
"181",2019,3,"New Mexico",1,14
"182",2019,3,"New York",1,47
"183",2019,3,"North Carolina",1,41
"184",2019,3,"North Dakota",1,3
"185",2019,3,"Ohio",1,43
"186",2019,3,"Oklahoma",1,22
"187",2019,3,"Oregon",1,23
"188",2019,3,"Pennsylvania",1,45
"189",2019,3,"Rhode Island",1,6
"190",2019,3,"South Carolina",1,27
"191",2019,3,"South Dakota",1,4
"192",2019,3,"Tennessee",1,34
"193",2019,3,"Texas",2,46
"194",2019,3,"Utah",1,20
"195",2019,3,"Vermont",1,1
"196",2019,3,"Virginia",1,38
"197",2019,3,"Washington",1,37
"198",2019,3,"West Virginia",1,12
"199",2019,3,"Wisconsin",1,30
"200",2019,3,"Wyoming",1,0
"201",2019,4,"Alabama",1,26
"202",2019,4,"Alaska",1,2
"203",2019,4,"Arizona",1,36
"204",2019,4,"Arkansas",1,17
"205",2019,4,"California",3,46
"206",2019,4,"Colorado",1,29
"207",2019,4,"Connecticut",1,21
"208",2019,4,"Delaware",1,5
"209",2019,4,"Florida",2,49
"210",2019,4,"Georgia",1,42
"211",2019,4,"Hawaii",1,10
"212",2019,4,"Idaho",1,11
"213",2019,4,"Illinois",1,44
"214",2019,4,"Indiana",1,33
"215",2019,4,"Iowa",1,19
"216",2019,4,"Kansas",1,15
"217",2019,4,"Kentucky",1,24
"218",2019,4,"Louisiana",1,25
"219",2019,4,"Maine",1,8
"220",2019,4,"Maryland",1,31
"221",2019,4,"Massachusetts",1,35
"222",2019,4,"Michigan",1,40
"223",2019,4,"Minnesota",1,28
"224",2019,4,"Mississippi",1,16
"225",2019,4,"Missouri",1,32
"226",2019,4,"Montana",1,7
"227",2019,4,"Nebraska",1,13
"228",2019,4,"Nevada",1,18
"229",2019,4,"New Hampshire",1,9
"230",2019,4,"New Jersey",1,39
"231",2019,4,"New Mexico",1,14
"232",2019,4,"New York",1,48
"233",2019,4,"North Carolina",1,41
"234",2019,4,"North Dakota",1,3
"235",2019,4,"Ohio",1,43
"236",2019,4,"Oklahoma",1,22
"237",2019,4,"Oregon",1,23
"238",2019,4,"Pennsylvania",1,45
"239",2019,4,"Rhode Island",1,6
"240",2019,4,"South Carolina",1,27
"241",2019,4,"South Dakota",1,4
"242",2019,4,"Tennessee",1,34
"243",2019,4,"Texas",2,47
"244",2019,4,"Utah",1,20
"245",2019,4,"Vermont",1,1
"246",2019,4,"Virginia",1,38
"247",2019,4,"Washington",1,37
"248",2019,4,"West Virginia",1,12
"249",2019,4,"Wisconsin",1,30
"250",2019,4,"Wyoming",1,0
"251",2019,5,"Alabama",1,26
"252",2019,5,"Alaska",1,2
"253",2019,5,"Arizona",1,36
"254",2019,5,"Arkansas",1,17
"255",2019,5,"California",3,47
"256",2019,5,"Colorado",1,29
"257",2019,5,"Connecticut",1,21
"258",2019,5,"Delaware",1,5
"259",2019,5,"Florida",2,44
"260",2019,5,"Georgia",1,42
"261",2019,5,"Hawaii",1,10
"262",2019,5,"Idaho",1,11
"263",2019,5,"Illinois",1,45
"264",2019,5,"Indiana",1,33
"265",2019,5,"Iowa",1,19
"266",2019,5,"Kansas",1,15
"267",2019,5,"Kentucky",1,24
"268",2019,5,"Louisiana",1,25
"269",2019,5,"Maine",1,8
"270",2019,5,"Maryland",1,31
"271",2019,5,"Massachusetts",1,35
"272",2019,5,"Michigan",1,40
"273",2019,5,"Minnesota",1,28
"274",2019,5,"Mississippi",1,16
"275",2019,5,"Missouri",1,32
"276",2019,5,"Montana",1,7
"277",2019,5,"Nebraska",1,13
"278",2019,5,"Nevada",1,18
"279",2019,5,"New Hampshire",1,9
"280",2019,5,"New Jersey",1,39
"281",2019,5,"New Mexico",1,14
"282",2019,5,"New York",2,49
"283",2019,5,"North Carolina",1,41
"284",2019,5,"North Dakota",1,3
"285",2019,5,"Ohio",1,43
"286",2019,5,"Oklahoma",1,22
"287",2019,5,"Oregon",1,23
"288",2019,5,"Pennsylvania",1,46
"289",2019,5,"Rhode Island",1,6
"290",2019,5,"South Carolina",1,27
"291",2019,5,"South Dakota",1,4
"292",2019,5,"Tennessee",1,34
"293",2019,5,"Texas",2,48
"294",2019,5,"Utah",1,20
"295",2019,5,"Vermont",1,1
"296",2019,5,"Virginia",1,38
"297",2019,5,"Washington",1,37
"298",2019,5,"West Virginia",1,12
"299",2019,5,"Wisconsin",1,30
"300",2019,5,"Wyoming",1,0
"301",2019,6,"Alabama",1,26
"302",2019,6,"Alaska",1,2
"303",2019,6,"Arizona",1,36
"304",2019,6,"Arkansas",1,17
"305",2019,6,"California",3,48
"306",2019,6,"Colorado",1,29
"307",2019,6,"Connecticut",1,21
"308",2019,6,"Delaware",1,5
"309",2019,6,"Florida",2,45
"310",2019,6,"Georgia",1,42
"311",2019,6,"Hawaii",1,10
"312",2019,6,"Idaho",1,11
"313",2019,6,"Illinois",1,46
"314",2019,6,"Indiana",1,33
"315",2019,6,"Iowa",1,19
"316",2019,6,"Kansas",1,15
"317",2019,6,"Kentucky",1,24
"318",2019,6,"Louisiana",1,25
"319",2019,6,"Maine",1,8
"320",2019,6,"Maryland",1,31
"321",2019,6,"Massachusetts",1,35
"322",2019,6,"Michigan",1,40
"323",2019,6,"Minnesota",1,28
"324",2019,6,"Mississippi",1,16
"325",2019,6,"Missouri",1,32
"326",2019,6,"Montana",1,7
"327",2019,6,"Nebraska",1,13
"328",2019,6,"Nevada",1,18
"329",2019,6,"New Hampshire",1,9
"330",2019,6,"New Jersey",1,39
"331",2019,6,"New Mexico",1,14
"332",2019,6,"New York",2,43
"333",2019,6,"North Carolina",1,41
"334",2019,6,"North Dakota",1,3
"335",2019,6,"Ohio",1,44
"336",2019,6,"Oklahoma",1,22
"337",2019,6,"Oregon",1,23
"338",2019,6,"Pennsylvania",1,47
"339",2019,6,"Rhode Island",1,6
"340",2019,6,"South Carolina",1,27
"341",2019,6,"South Dakota",1,4
"342",2019,6,"Tennessee",1,34
"343",2019,6,"Texas",3,49
"344",2019,6,"Utah",1,20
"345",2019,6,"Vermont",1,1
"346",2019,6,"Virginia",1,38
"347",2019,6,"Washington",1,37
"348",2019,6,"West Virginia",1,12
"349",2019,6,"Wisconsin",1,30
"350",2019,6,"Wyoming",1,0
"351",2019,7,"Alabama",1,26
"352",2019,7,"Alaska",1,2
"353",2019,7,"Arizona",1,36
"354",2019,7,"Arkansas",1,17
"355",2019,7,"California",4,49
"356",2019,7,"Colorado",1,29
"357",2019,7,"Connecticut",1,21
"358",2019,7,"Delaware",1,5
"359",2019,7,"Florida",2,46
"360",2019,7,"Georgia",1,42
"361",2019,7,"Hawaii",1,10
"362",2019,7,"Idaho",1,11
"363",2019,7,"Illinois",1,47
"364",2019,7,"Indiana",1,33
"365",2019,7,"Iowa",1,19
"366",2019,7,"Kansas",1,15
"367",2019,7,"Kentucky",1,24
"368",2019,7,"Louisiana",1,25
"369",2019,7,"Maine",1,8
"370",2019,7,"Maryland",1,31
"371",2019,7,"Massachusetts",1,35
"372",2019,7,"Michigan",1,40
"373",2019,7,"Minnesota",1,28
"374",2019,7,"Mississippi",1,16
"375",2019,7,"Missouri",1,32
"376",2019,7,"Montana",1,7
"377",2019,7,"Nebraska",1,13
"378",2019,7,"Nevada",1,18
"379",2019,7,"New Hampshire",1,9
"380",2019,7,"New Jersey",1,39
"381",2019,7,"New Mexico",1,14
"382",2019,7,"New York",2,43
"383",2019,7,"North Carolina",1,41
"384",2019,7,"North Dakota",1,3
"385",2019,7,"Ohio",1,44
"386",2019,7,"Oklahoma",1,22
"387",2019,7,"Oregon",1,23
"388",2019,7,"Pennsylvania",1,48
"389",2019,7,"Rhode Island",1,6
"390",2019,7,"South Carolina",1,27
"391",2019,7,"South Dakota",1,4
"392",2019,7,"Tennessee",1,34
"393",2019,7,"Texas",3,45
"394",2019,7,"Utah",1,20
"395",2019,7,"Vermont",1,1
"396",2019,7,"Virginia",1,38
"397",2019,7,"Washington",1,37
"398",2019,7,"West Virginia",1,12
"399",2019,7,"Wisconsin",1,30
"400",2019,7,"Wyoming",1,0
"401",2019,8,"Alabama",1,26
"402",2019,8,"Alaska",1,2
"403",2019,8,"Arizona",1,36
"404",2019,8,"Arkansas",1,17
"405",2019,8,"California",4,47
"406",2019,8,"Colorado",1,29
"407",2019,8,"Connecticut",1,21
"408",2019,8,"Delaware",1,5
"409",2019,8,"Florida",2,46
"410",2019,8,"Georgia",1,42
"411",2019,8,"Hawaii",1,10
"412",2019,8,"Idaho",1,11
"413",2019,8,"Illinois",1,48
"414",2019,8,"Indiana",1,33
"415",2019,8,"Iowa",1,19
"416",2019,8,"Kansas",1,15
"417",2019,8,"Kentucky",1,24
"418",2019,8,"Louisiana",1,25
"419",2019,8,"Maine",1,8
"420",2019,8,"Maryland",1,31
"421",2019,8,"Massachusetts",1,35
"422",2019,8,"Michigan",1,40
"423",2019,8,"Minnesota",1,28
"424",2019,8,"Mississippi",1,16
"425",2019,8,"Missouri",1,32
"426",2019,8,"Montana",1,7
"427",2019,8,"Nebraska",1,13
"428",2019,8,"Nevada",1,18
"429",2019,8,"New Hampshire",1,9
"430",2019,8,"New Jersey",1,39
"431",2019,8,"New Mexico",1,14
"432",2019,8,"New York",2,43
"433",2019,8,"North Carolina",1,41
"434",2019,8,"North Dakota",1,3
"435",2019,8,"Ohio",1,44
"436",2019,8,"Oklahoma",1,22
"437",2019,8,"Oregon",1,23
"438",2019,8,"Pennsylvania",2,49
"439",2019,8,"Rhode Island",1,6
"440",2019,8,"South Carolina",1,27
"441",2019,8,"South Dakota",1,4
"442",2019,8,"Tennessee",1,34
"443",2019,8,"Texas",3,45
"444",2019,8,"Utah",1,20
"445",2019,8,"Vermont",1,1
"446",2019,8,"Virginia",1,38
"447",2019,8,"Washington",1,37
"448",2019,8,"West Virginia",1,12
"449",2019,8,"Wisconsin",1,30
"450",2019,8,"Wyoming",1,0
"451",2019,9,"Alabama",1,26
"452",2019,9,"Alaska",1,2
"453",2019,9,"Arizona",1,36
"454",2019,9,"Arkansas",1,17
"455",2019,9,"California",4,48
"456",2019,9,"Colorado",1,29
"457",2019,9,"Connecticut",1,21
"458",2019,9,"Delaware",1,5
"459",2019,9,"Florida",2,47
"460",2019,9,"Georgia",1,43
"461",2019,9,"Hawaii",1,10
"462",2019,9,"Idaho",1,11
"463",2019,9,"Illinois",2,49
"464",2019,9,"Indiana",1,33
"465",2019,9,"Iowa",1,19
"466",2019,9,"Kansas",1,15
"467",2019,9,"Kentucky",1,24
"468",2019,9,"Louisiana",1,25
"469",2019,9,"Maine",1,8
"470",2019,9,"Maryland",1,31
"471",2019,9,"Massachusetts",1,35
"472",2019,9,"Michigan",1,41
"473",2019,9,"Minnesota",1,28
"474",2019,9,"Mississippi",1,16
"475",2019,9,"Missouri",1,32
"476",2019,9,"Montana",1,7
"477",2019,9,"Nebraska",1,13
"478",2019,9,"Nevada",1,18
"479",2019,9,"New Hampshire",1,9
"480",2019,9,"New Jersey",1,40
"481",2019,9,"New Mexico",1,14
"482",2019,9,"New York",2,44
"483",2019,9,"North Carolina",1,42
"484",2019,9,"North Dakota",1,3
"485",2019,9,"Ohio",1,45
"486",2019,9,"Oklahoma",1,22
"487",2019,9,"Oregon",1,23
"488",2019,9,"Pennsylvania",2,37
"489",2019,9,"Rhode Island",1,6
"490",2019,9,"South Carolina",1,27
"491",2019,9,"South Dakota",1,4
"492",2019,9,"Tennessee",1,34
"493",2019,9,"Texas",3,46
"494",2019,9,"Utah",1,20
"495",2019,9,"Vermont",1,1
"496",2019,9,"Virginia",1,39
"497",2019,9,"Washington",1,38
"498",2019,9,"West Virginia",1,12
"499",2019,9,"Wisconsin",1,30
"500",2019,9,"Wyoming",1,0
"501",2019,10,"Alabama",1,26
"502",2019,10,"Alaska",1,2
"503",2019,10,"Arizona",1,36
"504",2019,10,"Arkansas",1,17
"505",2019,10,"California",5,49
"506",2019,10,"Colorado",1,29
"507",2019,10,"Connecticut",1,21
"508",2019,10,"Delaware",1,5
"509",2019,10,"Florida",2,48
"510",2019,10,"Georgia",1,44
"511",2019,10,"Hawaii",1,10
"512",2019,10,"Idaho",1,11
"513",2019,10,"Illinois",2,37
"514",2019,10,"Indiana",1,33
"515",2019,10,"Iowa",1,19
"516",2019,10,"Kansas",1,15
"517",2019,10,"Kentucky",1,24
"518",2019,10,"Louisiana",1,25
"519",2019,10,"Maine",1,8
"520",2019,10,"Maryland",1,31
"521",2019,10,"Massachusetts",1,35
"522",2019,10,"Michigan",1,42
"523",2019,10,"Minnesota",1,28
"524",2019,10,"Mississippi",1,16
"525",2019,10,"Missouri",1,32
"526",2019,10,"Montana",1,7
"527",2019,10,"Nebraska",1,13
"528",2019,10,"Nevada",1,18
"529",2019,10,"New Hampshire",1,9
"530",2019,10,"New Jersey",1,41
"531",2019,10,"New Mexico",1,14
"532",2019,10,"New York",2,45
"533",2019,10,"North Carolina",1,43
"534",2019,10,"North Dakota",1,3
"535",2019,10,"Ohio",1,46
"536",2019,10,"Oklahoma",1,22
"537",2019,10,"Oregon",1,23
"538",2019,10,"Pennsylvania",2,38
"539",2019,10,"Rhode Island",1,6
"540",2019,10,"South Carolina",1,27
"541",2019,10,"South Dakota",1,4
"542",2019,10,"Tennessee",1,34
"543",2019,10,"Texas",3,47
"544",2019,10,"Utah",1,20
"545",2019,10,"Vermont",1,1
"546",2019,10,"Virginia",1,40
"547",2019,10,"Washington",1,39
"548",2019,10,"West Virginia",1,12
"549",2019,10,"Wisconsin",1,30
"550",2019,10,"Wyoming",1,0
"551",2019,11,"Alabama",1,26
"552",2019,11,"Alaska",1,2
"553",2019,11,"Arizona",1,36
"554",2019,11,"Arkansas",1,17
"555",2019,11,"California",5,43
"556",2019,11,"Colorado",1,29
"557",2019,11,"Connecticut",1,21
"558",2019,11,"Delaware",1,5
"559",2019,11,"Florida",3,49
"560",2019,11,"Georgia",1,45
"561",2019,11,"Hawaii",1,10
"562",2019,11,"Idaho",1,11
"563",2019,11,"Illinois",2,37
"564",2019,11,"Indiana",1,33
"565",2019,11,"Iowa",1,19
"566",2019,11,"Kansas",1,15
"567",2019,11,"Kentucky",1,24
"568",2019,11,"Louisiana",1,25
"569",2019,11,"Maine",1,8
"570",2019,11,"Maryland",1,31
"571",2019,11,"Massachusetts",1,35
"572",2019,11,"Michigan",1,42
"573",2019,11,"Minnesota",1,28
"574",2019,11,"Mississippi",1,16
"575",2019,11,"Missouri",1,32
"576",2019,11,"Montana",1,7
"577",2019,11,"Nebraska",1,13
"578",2019,11,"Nevada",1,18
"579",2019,11,"New Hampshire",1,9
"580",2019,11,"New Jersey",1,41
"581",2019,11,"New Mexico",1,14
"582",2019,11,"New York",2,46
"583",2019,11,"North Carolina",1,44
"584",2019,11,"North Dakota",1,3
"585",2019,11,"Ohio",1,47
"586",2019,11,"Oklahoma",1,22
"587",2019,11,"Oregon",1,23
"588",2019,11,"Pennsylvania",2,38
"589",2019,11,"Rhode Island",1,6
"590",2019,11,"South Carolina",1,27
"591",2019,11,"South Dakota",1,4
"592",2019,11,"Tennessee",1,34
"593",2019,11,"Texas",3,48
"594",2019,11,"Utah",1,20
"595",2019,11,"Vermont",1,1
"596",2019,11,"Virginia",1,40
"597",2019,11,"Washington",1,39
"598",2019,11,"West Virginia",1,12
"599",2019,11,"Wisconsin",1,30
"600",2019,11,"Wyoming",1,0
"601",2019,12,"Alabama",1,26
"602",2019,12,"Alaska",1,2
"603",2019,12,"Arizona",1,36
"604",2019,12,"Arkansas",1,17
"605",2019,12,"California",5,44
"606",2019,12,"Colorado",1,29
"607",2019,12,"Connecticut",1,21
"608",2019,12,"Delaware",1,5
"609",2019,12,"Florida",3,41
"610",2019,12,"Georgia",1,46
"611",2019,12,"Hawaii",1,10
"612",2019,12,"Idaho",1,11
"613",2019,12,"Illinois",2,37
"614",2019,12,"Indiana",1,33
"615",2019,12,"Iowa",1,19
"616",2019,12,"Kansas",1,15
"617",2019,12,"Kentucky",1,24
"618",2019,12,"Louisiana",1,25
"619",2019,12,"Maine",1,8
"620",2019,12,"Maryland",1,31
"621",2019,12,"Massachusetts",1,35
"622",2019,12,"Michigan",1,43
"623",2019,12,"Minnesota",1,28
"624",2019,12,"Mississippi",1,16
"625",2019,12,"Missouri",1,32
"626",2019,12,"Montana",1,7
"627",2019,12,"Nebraska",1,13
"628",2019,12,"Nevada",1,18
"629",2019,12,"New Hampshire",1,9
"630",2019,12,"New Jersey",1,42
"631",2019,12,"New Mexico",1,14
"632",2019,12,"New York",2,47
"633",2019,12,"North Carolina",1,45
"634",2019,12,"North Dakota",1,3
"635",2019,12,"Ohio",1,48
"636",2019,12,"Oklahoma",1,22
"637",2019,12,"Oregon",1,23
"638",2019,12,"Pennsylvania",2,38
"639",2019,12,"Rhode Island",1,6
"640",2019,12,"South Carolina",1,27
"641",2019,12,"South Dakota",1,4
"642",2019,12,"Tennessee",1,34
"643",2019,12,"Texas",4,49
"644",2019,12,"Utah",1,20
"645",2019,12,"Vermont",1,1
"646",2019,12,"Virginia",1,40
"647",2019,12,"Washington",1,39
"648",2019,12,"West Virginia",1,12
"649",2019,12,"Wisconsin",1,30
"650",2019,12,"Wyoming",1,0
"651",2019,13,"Alabama",1,26
"652",2019,13,"Alaska",1,2
"653",2019,13,"Arizona",1,36
"654",2019,13,"Arkansas",1,17
"655",2019,13,"California",5,45
"656",2019,13,"Colorado",1,29
"657",2019,13,"Connecticut",1,21
"658",2019,13,"Delaware",1,5
"659",2019,13,"Florida",3,41
"660",2019,13,"Georgia",1,47
"661",2019,13,"Hawaii",1,10
"662",2019,13,"Idaho",1,11
"663",2019,13,"Illinois",2,37
"664",2019,13,"Indiana",1,33
"665",2019,13,"Iowa",1,19
"666",2019,13,"Kansas",1,15
"667",2019,13,"Kentucky",1,24
"668",2019,13,"Louisiana",1,25
"669",2019,13,"Maine",1,8
"670",2019,13,"Maryland",1,31
"671",2019,13,"Massachusetts",1,35
"672",2019,13,"Michigan",1,44
"673",2019,13,"Minnesota",1,28
"674",2019,13,"Mississippi",1,16
"675",2019,13,"Missouri",1,32
"676",2019,13,"Montana",1,7
"677",2019,13,"Nebraska",1,13
"678",2019,13,"Nevada",1,18
"679",2019,13,"New Hampshire",1,9
"680",2019,13,"New Jersey",1,42
"681",2019,13,"New Mexico",1,14
"682",2019,13,"New York",2,48
"683",2019,13,"North Carolina",1,46
"684",2019,13,"North Dakota",1,3
"685",2019,13,"Ohio",2,49
"686",2019,13,"Oklahoma",1,22
"687",2019,13,"Oregon",1,23
"688",2019,13,"Pennsylvania",2,38
"689",2019,13,"Rhode Island",1,6
"690",2019,13,"South Carolina",1,27
"691",2019,13,"South Dakota",1,4
"692",2019,13,"Tennessee",1,34
"693",2019,13,"Texas",4,43
"694",2019,13,"Utah",1,20
"695",2019,13,"Vermont",1,1
"696",2019,13,"Virginia",1,40
"697",2019,13,"Washington",1,39
"698",2019,13,"West Virginia",1,12
"699",2019,13,"Wisconsin",1,30
"700",2019,13,"Wyoming",1,0
"701",2019,14,"Alabama",1,26
"702",2019,14,"Alaska",1,2
"703",2019,14,"Arizona",1,37
"704",2019,14,"Arkansas",1,17
"705",2019,14,"California",5,46
"706",2019,14,"Colorado",1,29
"707",2019,14,"Connecticut",1,21
"708",2019,14,"Delaware",1,5
"709",2019,14,"Florida",3,42
"710",2019,14,"Georgia",1,48
"711",2019,14,"Hawaii",1,10
"712",2019,14,"Idaho",1,11
"713",2019,14,"Illinois",2,38
"714",2019,14,"Indiana",1,33
"715",2019,14,"Iowa",1,19
"716",2019,14,"Kansas",1,15
"717",2019,14,"Kentucky",1,24
"718",2019,14,"Louisiana",1,25
"719",2019,14,"Maine",1,8
"720",2019,14,"Maryland",1,31
"721",2019,14,"Massachusetts",1,36
"722",2019,14,"Michigan",1,45
"723",2019,14,"Minnesota",1,28
"724",2019,14,"Mississippi",1,16
"725",2019,14,"Missouri",1,32
"726",2019,14,"Montana",1,7
"727",2019,14,"Nebraska",1,13
"728",2019,14,"Nevada",1,18
"729",2019,14,"New Hampshire",1,9
"730",2019,14,"New Jersey",1,43
"731",2019,14,"New Mexico",1,14
"732",2019,14,"New York",3,49
"733",2019,14,"North Carolina",1,47
"734",2019,14,"North Dakota",1,3
"735",2019,14,"Ohio",2,34
"736",2019,14,"Oklahoma",1,22
"737",2019,14,"Oregon",1,23
"738",2019,14,"Pennsylvania",2,39
"739",2019,14,"Rhode Island",1,6
"740",2019,14,"South Carolina",1,27
"741",2019,14,"South Dakota",1,4
"742",2019,14,"Tennessee",1,35
"743",2019,14,"Texas",4,44
"744",2019,14,"Utah",1,20
"745",2019,14,"Vermont",1,1
"746",2019,14,"Virginia",1,41
"747",2019,14,"Washington",1,40
"748",2019,14,"West Virginia",1,12
"749",2019,14,"Wisconsin",1,30
"750",2019,14,"Wyoming",1,0
"751",2019,15,"Alabama",1,26
"752",2019,15,"Alaska",1,2
"753",2019,15,"Arizona",1,37
"754",2019,15,"Arkansas",1,17
"755",2019,15,"California",5,47
"756",2019,15,"Colorado",1,29
"757",2019,15,"Connecticut",1,21
"758",2019,15,"Delaware",1,5
"759",2019,15,"Florida",3,43
